Confusable,Canonical Character
"K̶","₭"
"K̵","₭"
"Ќ","Ḱ"
"T̵","Ŧ"
"T̶","Ŧ"
"C̸","Ȼ"
"C̷","Ȼ"
"A̸","Ⱥ"
"A̷","Ⱥ"
"T̲","Ṯ"
"T̠","Ṯ"
"T_","Ṯ"
"K̲","Ḵ"
"K̠","Ḵ"
"K_","Ḵ"
"L̶","Ƚ"
"L̵","Ƚ"
"W̲","W̱"
"W̠","W̱"
"W_","W̱"
"N̲","Ṉ"
"N̠","Ṉ"
"N_","Ṉ"
"T̷","Ⱦ"
"T̸","Ⱦ"
"X̠","X̱"
"X̲","X̱"
"X_","X̱"
