Sort Order,Character,Approximate Latin Form(s)
"1","a",""
"2","a·",""
"3","¢",""
"4","¢̕",""
"5","h",""
"6","i",""
"7","i·",""
"8","k",""
"9","k̓",""
"10","l",""
"11","ǂ",""
"12","m",""
"13","m̓",""
"14","n",""
"15","n̓",""
"16","p",""
"17","p̓",""
"18","q",""
"19","q̓",""
"20","s",""
"21","t",""
"22","t̕",""
"23","u",""
"24","u·",""
"25","w",""
"26","x",""
"27","y",""
"28","ʔ",""
"29","·",""
