Confusable,Canonical Character
"Ḵw","K̲w"
"K̠w","K̲w"
"K_w","K̲w"
"Ḵ","K̲"
"K_","K̲"
"K̠","K̲"
"w_u_h_","w̲u̲h̲"
"w̠u̠h̠","w̲u̲h̲"
"w̱u̱ẖ","w̲u̲h̲"
"ḵ","k̲"
"k_","k̲"
"k̠","k̲"
"g_","g̲"
"ǥ","g̲"
"g̠","g̲"
"g̱","g̲"
"h_h_","h̲h̲"
"h̠h̠","h̲h̲"
"ẖẖ","h̲h̲"
"ħħ","h̲h̲"
