Sort Order,Character,Approximate Latin Form(s)
"1","a",""
"2","aa",""
"3","c",""
"4","cw",""
"5","h",""
"6","i",""
"7","ii",""
"8","k",""
"9","k’",""
"10","kw",""
"11","kw’",""
"12","l",""
"13","lh",""
"14","m",""
"15","n",""
"16","p",""
"17","p’",""
"18","q",""
"19","q’",""
"20","qw",""
"21","qw’",""
"22","s",""
"23","t",""
"24","t’",""
"25","tl’",""
"26","ts",""
"27","ts’",""
"28","u",""
"29","uu",""
"30","w",""
"31","x",""
"32","xw",""
"33","y",""
"34","7",""
